measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,558,Ohio,2,Female,9,20-24 years,366,Maternal disorders,1,Number,1980,5.161188800107265,6.041440761338527,4.489935421610451
1,Deaths,558,Ohio,3,Both,9,20-24 years,366,Maternal disorders,1,Number,1980,5.161188800107265,6.041440761338527,4.489935421610451
1,Deaths,558,Ohio,2,Female,9,20-24 years,366,Maternal disorders,2,Percent,1980,0.01699650608025068,0.019257571732223446,0.015166480009363506
1,Deaths,558,Ohio,3,Both,9,20-24 years,366,Maternal disorders,2,Percent,1980,0.004143825499565199,0.004830843260056857,0.0036172707821746086
1,Deaths,558,Ohio,2,Female,9,20-24 years,366,Maternal disorders,3,Rate,1980,0.9934139371443844,1.1628428420640506,0.8642126063308075
1,Deaths,558,Ohio,3,Both,9,20-24 years,366,Maternal disorders,3,Rate,1980,0.5053332628479619,0.5915189485349623,0.4396106797201244
1,Deaths,558,Ohio,2,Female,10,25-29 years,366,Maternal disorders,1,Number,1980,4.760864321723111,5.45511345785672,4.146400526063422
1,Deaths,558,Ohio,3,Both,10,25-29 years,366,Maternal disorders,1,Number,1980,4.760864321723111,5.45511345785672,4.146400526063422
1,Deaths,558,Ohio,2,Female,10,25-29 years,366,Maternal disorders,2,Percent,1980,0.01628941966773436,0.018438749908127647,0.014475002631165555
1,Deaths,558,Ohio,3,Both,10,25-29 years,366,Maternal disorders,2,Percent,1980,0.004292107032780649,0.004911203267520679,0.003778035784913304
1,Deaths,558,Ohio,2,Female,10,25-29 years,366,Maternal disorders,3,Rate,1980,1.0154103982150562,1.1634817869679994,0.8843558490247689
1,Deaths,558,Ohio,3,Both,10,25-29 years,366,Maternal disorders,3,Rate,1980,0.5133380807370995,0.5881951854586279,0.4470837949119123
1,Deaths,558,Ohio,2,Female,22,All ages,366,Maternal disorders,1,Number,1980,20.32541725086271,23.257951090441022,18.21230982803585
1,Deaths,558,Ohio,3,Both,22,All ages,366,Maternal disorders,1,Number,1980,20.32541725086271,23.257951090441022,18.21230982803585
1,Deaths,558,Ohio,2,Female,22,All ages,366,Maternal disorders,2,Percent,1980,0.00044179559011738555,0.0005077327210805642,0.00039705934709746395
1,Deaths,558,Ohio,3,Both,22,All ages,366,Maternal disorders,2,Percent,1980,0.0002068563391418748,0.00023777322188855035,0.00018587391520442163
1,Deaths,558,Ohio,2,Female,22,All ages,366,Maternal disorders,3,Rate,1980,0.35997019502844,0.41190638729114537,0.32254632905202385
1,Deaths,558,Ohio,3,Both,22,All ages,366,Maternal disorders,3,Rate,1980,0.18583367530145975,0.21264559924027132,0.16651370199689974
1,Deaths,558,Ohio,2,Female,27,Age-standardized,366,Maternal disorders,3,Rate,1980,0.34574891048750606,0.39454957200998225,0.30967400204098583
1,Deaths,558,Ohio,3,Both,27,Age-standardized,366,Maternal disorders,3,Rate,1980,0.17570187820578662,0.20044771288640142,0.15736515134728726
1,Deaths,558,Ohio,2,Female,37,20+ years,366,Maternal disorders,1,Number,1980,17.900313440687555,20.31730386977869,16.068428307315898
1,Deaths,558,Ohio,3,Both,37,20+ years,366,Maternal disorders,1,Number,1980,17.900313440687555,20.31730386977869,16.068428307315898
1,Deaths,558,Ohio,2,Female,37,20+ years,366,Maternal disorders,2,Percent,1980,0.00040258889182134204,0.00045784199435461596,0.0003612384013759771
1,Deaths,558,Ohio,3,Both,37,20+ years,366,Maternal disorders,2,Percent,1980,0.0001898226834347686,0.0002163580949749313,0.00017070731792013025
1,Deaths,558,Ohio,2,Female,37,20+ years,366,Maternal disorders,3,Rate,1980,0.45870665902852675,0.5206435412125148,0.41176346375782646
1,Deaths,558,Ohio,3,Both,37,20+ years,366,Maternal disorders,3,Rate,1980,0.2426249019714393,0.27538533758432665,0.21779511603612883
1,Deaths,558,Ohio,2,Female,157,25+ years,366,Maternal disorders,1,Number,1980,12.739124640580284,14.26561555017419,11.468181489952952
1,Deaths,558,Ohio,3,Both,157,25+ years,366,Maternal disorders,1,Number,1980,12.739124640580284,14.26561555017419,11.468181489952952
1,Deaths,558,Ohio,2,Female,157,25+ years,366,Maternal disorders,2,Percent,1980,0.00028847886675816047,0.0003244820931197973,0.00026033473914080686
1,Deaths,558,Ohio,3,Both,157,25+ years,366,Maternal disorders,2,Percent,1980,0.00013689908990149682,0.0001537703258685021,0.0001234282350094717
